name,date,tile_count,tile_count_sr,min_lon,min_lat,max_lon,max_lat,tile_dir,sr_tile_dir
mumbai,2024-02-15,41,41,72.8,18.87,72.97,18.98,dataset/processed_tiles/mumbai_2024,dataset/processed_tiles/mumbai_2024_sr
